Group	name
Otu04658	
Otu04659	
Otu04660	
Otu04661	
Otu04662	
Otu04663	
Otu04664	
Otu04665	
Otu04666	
Otu04667	
Otu04668	
Otu04669	
Otu04670	
Otu04671	
Otu04672	
Otu04673	
Otu04674	
Otu04675	
Otu04676	
Otu04677	
Otu04678	
Otu04679	
Otu04680	
Otu04681	
Otu04682	
Otu04683	
Otu04684	
Otu04685	
Otu04686	
Otu04687	
Otu04688	
Otu04689	
Otu04690	
Otu04691	
Otu04692	
Otu04693	
Otu04694	
Otu04695	
Otu04696	
Otu04697	
Otu04698	
Otu04699	
Otu04700	
Otu04701	
Otu04702	
Otu04703	
Otu04704	
Otu04705	
Otu04706	
Otu04707	
Otu04708	
Otu04709	
Otu04710	
Otu04711	
Otu04712	
Otu04713	
Otu04714	
Otu04715	
Otu04716	
Otu04717	
Otu04718	
Otu04719	
Otu04720	
Otu04721	
Otu04722	
Otu04723	
Otu04724	
Otu04725	
Otu04726	
Otu04727	
Otu04728	
Otu04729	
Otu04730	
Otu04731	
Otu04732	
Otu04733	
Otu04734	
Otu04735	
Otu04736	
Otu04737	
Otu04738	
Otu04739	
Otu04740	
Otu04741	
Otu04742	
Otu04743	
Otu04744	
Otu04745	
Otu04746	
Otu04747	
Otu04748	
Otu04749	
Otu04750	
Otu04751	
Otu04752	
Otu04753	
Otu04754	
Otu04755	
Otu04756	
Otu04757	
Otu04758	
Otu04759	
Otu04760	
Otu04761	
Otu04762	
Otu04763	
Otu04764	
Otu04765	
Otu04766	
Otu04767	
Otu04768	
Otu04769	
Otu04770	
Otu04771	
Otu04772	
Otu04773	
Otu04774	
Otu04775	
Otu04776	
Otu04777	
Otu04778	
Otu04779	
Otu04780	
Otu04781	
Otu04782	
Otu04783	
Otu04784	
Otu04785	
Otu04786	
Otu04787	
Otu04788	
Otu04789	
Otu04790	
Otu04791	
Otu04792	
Otu04793	
Otu04794	
Otu04795	
Otu04796	
Otu04797	
Otu04798	
Otu04799	
Otu04800	
Otu04801	
Otu04802	
Otu04803	
Otu04804	
Otu04805	
Otu04806	
Otu04807	
Otu04808	
Otu04809	
Otu04810	
Otu04811	
Otu04812	
Otu04813	
Otu04814	
Otu04815	
Otu04816	
Otu04817	
Otu04818	
Otu04819	
Otu04820	
Otu04821	
Otu04822	
Otu04823	
Otu04824	
Otu04825	
Otu04826	
Otu04827	
Otu04828	
Otu04829	
Otu04830	
Otu04831	
Otu04832	
Otu04833	
Otu04834	
Otu04835	
Otu04836	
Otu04837	
Otu04838	
Otu04839	
Otu04840	
Otu04841	
Otu04842	
Otu04843	
Otu04844	
Otu04845	
Otu04846	
Otu04847	
Otu04848	
Otu04849	
Otu04850	
Otu04851	
Otu04852	
Otu04853	
Otu04854	
Otu04855	
Otu04856	
Otu04857	
Otu04858	
Otu04859	
Otu04860	
Otu04861	
Otu04862	
Otu04863	
Otu04864	
Otu04865	
Otu04866	
Otu04867	
Otu04868	
Otu04869	
Otu04870	
Otu04871	
Otu04872	
Otu04873	
Otu04874	
Otu04875	
Otu04876	
Otu04877	
Otu04878	
Otu04879	
Otu04880	
Otu04881	
Otu04882	
Otu04883	
Otu04884	
Otu04885	
Otu04886	
Otu04887	
Otu04888	
Otu04889	
Otu04890	
Otu04891	
Otu04892	
Otu04893	
Otu04894	
Otu04895	
Otu04896	
Otu04897	
Otu04898	
Otu04899	
Otu04900	
Otu04901	
Otu04902	
Otu04903	
Otu04904	
Otu04905	
Otu04906	
Otu04907	
Otu04908	
Otu04909	
Otu04910	
Otu04911	
Otu04912	
Otu04913	
Otu04914	
Otu04915	
Otu04916	
Otu04917	
Otu04918	
Otu04919	
Otu04920	
Otu04921	
Otu04922	
Otu04923	
Otu04924	
Otu04925	
Otu04926	
Otu04927	
Otu04928	
Otu04929	
Otu04930	
Otu04931	
Otu04932	
Otu04933	
Otu04934	
Otu04935	
Otu04936	
Otu04937	
Otu04938	
Otu04939	
Otu04940	
Otu04941	
Otu04942	
Otu04943	
Otu04944	
Otu04945	
Otu04946	
Otu04947	
Otu04948	
Otu04949	
Otu04950	
Otu04951	
Otu04952	
Otu04953	
Otu04954	
Otu04955	
Otu04956	
Otu04957	
Otu04958	
Otu04959	
Otu04960	
Otu04961	
Otu04962	
Otu04963	
Otu04964	
Otu04965	
Otu04966	
Otu04967	
Otu04968	
Otu04969	
Otu04970	
Otu04971	
Otu04972	
Otu04973	
Otu04974	
Otu04975	
Otu04976	
Otu04977	
Otu04978	
Otu04979	
Otu04980	
Otu04981	
Otu04982	
Otu04983	
Otu04984	
Otu04985	
Otu04986	
Otu04987	
Otu04988	
Otu04989	
Otu04990	
Otu04991	
Otu04992	
Otu04993	
Otu04994	
Otu04995	
Otu04996	
Otu04997	
Otu04998	
Otu04999	
Otu05000	
Otu05001	
Otu05002	
Otu05003	
Otu05004	
Otu05005	
Otu05006	
Otu05007	
Otu05008	
Otu05009	
Otu05010	
Otu05011	
Otu05012	
Otu05013	
Otu05014	
Otu05015	
Otu05016	
Otu05017	
Otu05018	
Otu05019	
Otu05020	
Otu05021	
Otu05022	
Otu05023	
Otu05024	
Otu05025	
Otu05026	
Otu05027	
Otu05028	
Otu05029	
Otu05030	
Otu05031	
Otu05032	
Otu05033	
Otu05034	
Otu05035	
Otu05036	
Otu05037	
Otu05038	
Otu05039	
Otu05040	
Otu05041	
Otu05042	
Otu05043	
Otu05044	
Otu05045	
Otu05046	
Otu05047	
Otu05048	
Otu05049	
Otu05050	
Otu05051	
Otu05052	
Otu05053	
Otu05054	
Otu05055	
Otu05056	
Otu05057	
Otu05058	
Otu05059	
Otu05060	
Otu05061	
Otu05062	
Otu05063	
Otu05064	
Otu05065	
Otu05066	
Otu05067	
Otu05068	
Otu05069	
Otu05070	
Otu05071	
Otu05072	
Otu05073	
Otu05074	
Otu05075	
Otu05076	
Otu05077	
Otu05078	
Otu05079	
Otu05080	
Otu05081	
Otu05082	
Otu05083	
Otu05084	
Otu05085	
Otu05086	
Otu05087	
Otu05088	
Otu05089	
Otu05090	
Otu05091	
Otu05092	
Otu05093	
Otu05094	
Otu05095	
Otu05096	
Otu05097	
Otu05098	
Otu05099	
Otu05100	
Otu05101	
Otu05102	
Otu05103	
Otu05104	
Otu05105	
Otu05106	
Otu05107	
Otu05108	
Otu05109	
Otu05110	
Otu05111	
Otu05112	
Otu05113	
Otu05114	
Otu05115	
Otu05116	
Otu05117	
Otu05118	
Otu05119	
Otu05120	
Otu05121	
Otu05122	
Otu05123	
Otu05124	
Otu05125	
Otu05126	
Otu05127	
Otu05128	
Otu05129	
Otu05130	
Otu05131	
Otu05132	
Otu05133	
Otu05134	
Otu05135	
Otu05136	
Otu05137	
Otu05138	
Otu05139	
Otu05140	
Otu05141	
Otu05142	
Otu05143	
Otu05144	
Otu05145	
Otu05146	
Otu05147	
Otu05148	
Otu05149	
Otu05150	
Otu05151	
Otu05152	
Otu05153	
Otu05154	
Otu05155	
Otu05156	
Otu05157	
Otu05158	
Otu05159	
Otu05160	
Otu05161	
Otu05162	
Otu05163	
Otu05164	
Otu05165	
Otu05166	
Otu05167	
Otu05168	
Otu05169	
Otu05170	
Otu05171	
Otu05172	
Otu05173	
Otu05174	
Otu05175	
Otu05176	
Otu05177	
Otu05178	
Otu05179	
Otu05180	
Otu05181	
Otu05182	
Otu05183	
Otu05184	
Otu05185	
Otu05186	
Otu05187	
Otu05188	
Otu05189	
Otu05190	
Otu05191	
Otu05192	
Otu05193	
Otu05194	
Otu05195	
Otu05196	
Otu05197	
Otu05198	
Otu05199	
Otu05200	
Otu05201	
Otu05202	
Otu05203	
Otu05204	
Otu05205	
Otu05206	
Otu05207	
Otu05208	
Otu05209	
Otu05210	
Otu05211	
Otu05212	
Otu05213	
Otu05214	
Otu05215	
Otu05216	
Otu05217	
Otu05218	
Otu05219	
Otu05220	
Otu05221	
Otu05222	
Otu05223	
Otu05224	
Otu05225	
Otu05226	
Otu05227	
Otu05228	
Otu05229	
Otu05230	
Otu05231	
Otu05232	
Otu05233	
Otu05234	
Otu05235	
Otu05236	
Otu05237	
Otu05238	
Otu05239	
Otu05240	
Otu05241	
Otu05242	
Otu05243	
Otu05244	
Otu05245	
Otu05246	
Otu05247	
Otu05248	
Otu05249	
Otu05250	
Otu05251	
Otu05252	
Otu05253	
Otu05254	
Otu05255	
Otu05256	
Otu05257	
Otu05258	
Otu05259	
Otu05260	
Otu05261	
Otu05262	
Otu05263	
Otu05264	
Otu05265	
Otu05266	
Otu05267	
Otu05268	
Otu05269	
Otu05270	
Otu05271	
Otu05272	
Otu05273	
Otu05274	
Otu05275	
Otu05276	
Otu05277	
Otu05278	
Otu05279	
Otu05280	
Otu05281	
Otu05282	
Otu05283	
Otu05284	
Otu05285	
Otu05286	
Otu05287	
Otu05288	
Otu05289	
Otu05290	
Otu05291	
Otu05292	
Otu05293	
Otu05294	
Otu05295	
Otu05296	
Otu05297	
Otu05298	
Otu05299	
Otu05300	
Otu05301	
Otu05302	
Otu05303	
Otu05304	
Otu05305	
Otu05306	
Otu05307	
Otu05308	
Otu05309	
Otu05310	
Otu05311	
Otu05312	
Otu05313	
Otu05314	
Otu05315	
Otu05316	
Otu05317	
Otu05318	
Otu05319	
Otu05320	
Otu05321	
Otu05322	
Otu05323	
Otu05324	
Otu05325	
Otu05326	
Otu05327	
Otu05328	
Otu05329	
Otu05330	
Otu05331	
Otu05332	
Otu05333	
Otu05334	
Otu05335	
Otu05336	
Otu05337	
Otu05338	
Otu05339	
Otu05340	
Otu05341	
Otu05342	
Otu05343	
Otu05344	
Otu05345	
Otu05346	
Otu05347	
Otu05348	
Otu05350	
Otu05351	
Otu05352	
Otu05353	
Otu05354	
Otu05355	
Otu05356	
Otu05357	
Otu05358	
Otu05359	
Otu05360	
Otu05361	
Otu05362	
Otu05363	
Otu05364	
Otu05365	
Otu05366	
Otu05367	
Otu05368	
Otu05369	
Otu05370	
Otu05371	
Otu05372	
Otu05373	
Otu05374	
Otu05376	
Otu05377	
Otu05378	
Otu05379	
Otu05380	
Otu05381	
Otu05382	
Otu05383	
Otu05384	
Otu05385	
Otu05386	
Otu05387	
Otu05388	
Otu05389	
Otu05390	
Otu05391	
Otu05392	
Otu05393	
Otu05394	
Otu05395	
Otu05396	
Otu05397	
Otu05398	
Otu05399	
Otu05400	
Otu05401	
Otu05402	
Otu05403	
Otu05404	
Otu05405	
Otu05406	
Otu05407	
Otu05408	
Otu05409	
Otu05410	
Otu05411	
Otu05412	
Otu05413	
Otu05414	
Otu05415	
Otu05416	
Otu05417	
Otu05418	
Otu05419	
Otu05420	
Otu05421	
Otu05422	
Otu05423	
Otu05424	
Otu05425	
Otu05426	
Otu05427	
Otu05428	
Otu05429	
Otu05430	
Otu05431	
Otu05432	
Otu05433	
Otu05434	
Otu05435	
Otu05436	
Otu05437	
Otu05438	
Otu05439	
Otu05440	
Otu05441	
Otu05442	
Otu05443	
Otu05444	
Otu05445	
Otu05446	
Otu05447	
Otu05448	
Otu05449	
Otu05450	
Otu05451	
Otu05452	
Otu05453	
Otu05454	
Otu05455	
Otu05456	
Otu05457	
Otu05458	
Otu05459	
Otu05460	
Otu05461	
Otu05462	
Otu05463	
Otu05464	
Otu05465	
Otu05466	
Otu05467	
Otu05468	
Otu05469	
Otu05470	
Otu05471	
Otu05472	
Otu05473	
Otu05474	
Otu05475	
Otu05476	
Otu05477	
Otu05478	
Otu05479	
Otu05480	
Otu05481	
Otu05482	
Otu05483	
Otu05484	
Otu05485	
Otu05486	
Otu05487	
Otu05488	
Otu05489	
Otu05490	
Otu05491	
Otu05492	
Otu05493	
Otu05494	
Otu05495	
Otu05496	
Otu05497	
Otu05498	
Otu05499	
Otu05500	
Otu05501	
Otu05502	
Otu05503	
Otu05504	
Otu05505	
Otu05506	
Otu05507	
Otu05508	
Otu05509	
Otu05510	
Otu05511	
Otu05512	
Otu05513	
Otu05514	
Otu05515	
Otu05516	
Otu05517	
Otu05518	
Otu05519	
Otu05520	
Otu05521	
Otu05522	
Otu05523	
Otu05524	
Otu05525	
Otu05526	
Otu05527	
Otu05528	
Otu05529	
Otu05530	
Otu05531	
Otu05532	
Otu05533	
Otu05535	
Otu05536	
Otu05537	
Otu05538	
Otu05539	
Otu05540	
Otu05541	
Otu05542	
Otu05543	
Otu05544	
Otu05545	
Otu05546	
Otu05547	
Otu05548	
Otu05549	
Otu05550	
Otu05551	
Otu05552	
Otu05553	
Otu05554	
Otu05555	
Otu05556	
Otu05557	
Otu05558	
Otu05559	
Otu05560	
Otu05561	
Otu05562	
Otu05564	
Otu05565	
Otu05566	
Otu05567	
Otu05568	
Otu05569	
Otu05570	
Otu05571	
Otu05572	
Otu05573	
Otu05574	
Otu05575	
Otu05576	
Otu05577	
Otu05578	
Otu05579	
Otu05580	
Otu05581	
Otu05582	
Otu05583	
Otu05584	
Otu05585	
Otu05586	
Otu05587	
Otu05588	
Otu05589	
Otu05590	
Otu05591	
Otu05593	
Otu05594	
Otu05595	
Otu05596	
Otu05597	
Otu05598	
Otu05599	
Otu05600	
Otu05601	
Otu05602	
Otu05603	
Otu05604	
Otu05605	
Otu05606	
Otu05607	
Otu05608	
Otu05609	
Otu05610	
Otu05611	
Otu05612	
Otu05613	
Otu05615	
Otu05616	
Otu05617	
Otu05618	
Otu05619	
Otu05620	
Otu05621	
Otu05622	
Otu05623	
Otu05624	
Otu05625	
Otu05626	
Otu05627	
Otu05628	
Otu05629	
Otu05630	
Otu05631	
Otu05632	
Otu05633	
Otu05634	
Otu05635	
Otu05636	
Otu05637	
Otu05638	
Otu05639	
Otu05640	
Otu05641	
Otu05642	
Otu05643	
Otu05644	
Otu05645	
Otu05646	
Otu05647	
Otu05648	
Otu05649	
Otu05650	
Otu05651	
Otu05652	
Otu05653	
Otu05654	
Otu05655	
Otu05656	
Otu05657	
Otu05658	
Otu05659	
Otu05660	
Otu05661	
Otu05662	
Otu05663	
Otu05664	
Otu05665	
Otu05666	
Otu05667	
Otu05668	
Otu05669	
Otu05670	
Otu05671	
Otu05672	
Otu05673	
Otu05674	
Otu05675	
Otu05677	
Otu05678	
Otu05679	
Otu05680	
Otu05681	
Otu05682	
Otu05683	
Otu05684	
Otu05685	
Otu05686	
Otu05687	
Otu05688	
Otu05689	
Otu05690	
Otu05691	
Otu05692	
Otu05693	
Otu05694	
Otu05695	
Otu05696	
Otu05697	
Otu05698	
Otu05699	
Otu05700	
Otu05701	
Otu05702	
Otu05703	
Otu05704	
Otu05705	
Otu05706	
Otu05707	
Otu05708	
Otu05709	
Otu05710	
Otu05711	
Otu05712	
Otu05713	
Otu05714	
Otu05715	
Otu05716	
Otu05717	
Otu05718	
Otu05719	
Otu05720	
Otu05721	
Otu05722	
Otu05723	
Otu05724	
Otu05725	
Otu05726	
Otu05727	
Otu05728	
Otu05729	
Otu05730	
Otu05731	
Otu05732	
Otu05734	
Otu05735	
Otu05737	
Otu05738	
Otu05739	
Otu05740	
Otu05741	
Otu05742	
Otu05743	
Otu05744	
Otu05745	
Otu05746	
Otu05747	
Otu05748	
Otu05749	
Otu05750	
Otu05751	
Otu05752	
Otu05753	
Otu05754	
Otu05755	
Otu05756	
Otu05757	
Otu05758	
Otu05759	
Otu05760	
Otu05761	
Otu05762	
Otu05763	
Otu05764	
Otu05765	
Otu05766	
Otu05767	
Otu05768	
Otu05769	
Otu05770	
Otu05771	
Otu05772	
Otu05773	
Otu05774	
Otu05775	
Otu05776	
Otu05777	
Otu05778	
Otu05779	
Otu05780	
Otu05781	
Otu05782	
Otu05783	
Otu05784	
Otu05785	
Otu05786	
Otu05787	
Otu05788	
Otu05789	
Otu05790	
Otu05791	
Otu05792	
Otu05793	
Otu05794	
Otu05795	
Otu05796	
Otu05797	
Otu05798	
Otu05799	
Otu05800	
Otu05801	
Otu05802	
Otu05803	
Otu05804	
Otu05805	
Otu05806	
Otu05807	
Otu05808	
Otu05809	
Otu05810	
Otu05811	
Otu05812	
Otu05813	
Otu05814	
Otu05815	
Otu05816	
Otu05817	
Otu05818	
Otu05819	
Otu05820	
Otu05821	
Otu05822	
Otu05823	
Otu05824	
Otu05825	
Otu05826	
Otu05827	
Otu05828	
Otu05829	
Otu05830	
Otu05831	
Otu05832	
Otu05833	
Otu05834	
Otu05835	
Otu05836	
Otu05837	
Otu05838	
Otu05839	
Otu05840	
Otu05841	
Otu05842	
Otu05843	
Otu05844	
Otu05845	
Otu05846	
Otu05847	
Otu05848	
Otu05849	
Otu05850	
Otu05851	
Otu05852	
Otu05853	
Otu05854	
Otu05855	
Otu05856	
Otu05857	
Otu05858	
Otu05859	
Otu05860	
Otu05862	
Otu05863	
Otu05864	
Otu05865	
Otu05866	
Otu05867	
Otu05868	
Otu05869	
Otu05870	
Otu05871	
Otu05872	
Otu05873	
Otu05874	
Otu05875	
Otu05876	
Otu05877	
Otu05878	
Otu05879	
Otu05880	
Otu05881	
Otu05882	
Otu05883	
Otu05884	
Otu05885	
Otu05886	
Otu05887	
Otu05888	
Otu05889	
Otu05890	
Otu05891	
Otu05892	
Otu05893	
Otu05894	
Otu05896	
Otu05897	
Otu05898	
Otu05899	
Otu05900	
Otu05901	
Otu05902	
Otu05903	
Otu05904	
Otu05905	
Otu05906	
Otu05907	
Otu05908	
Otu05909	
Otu05910	
Otu05911	
Otu05912	
Otu05913	
Otu05914	
Otu05915	
Otu05916	
Otu05917	
Otu05918	
Otu05919	
Otu05920	
Otu05921	
Otu05922	
Otu05923	
Otu05924	
Otu05925	
Otu05926	
Otu05927	
Otu05928	
Otu05929	
Otu05930	
Otu05931	
Otu05932	
Otu05933	
Otu05934	
Otu05935	
Otu05936	
Otu05937	
Otu05938	
Otu05939	
Otu05940	
Otu05941	
Otu05942	
Otu05943	
Otu05944	
Otu05945	
Otu05946	
Otu05947	
Otu05948	
Otu05949	
Otu05951	
Otu05952	
Otu05953	
Otu05954	
Otu05955	
Otu05956	
Otu05957	
Otu05958	
Otu05959	
Otu05960	
Otu05961	
Otu05962	
Otu05963	
Otu05964	
Otu05965	
Otu05966	
Otu05967	
Otu05968	
Otu05969	
Otu05970	
Otu05971	
Otu05972	
Otu05973	
Otu05974	
Otu05975	
Otu05976	
Otu05977	
Otu05978	
Otu05979	
Otu05980	
Otu05981	
Otu05982	
Otu05983	
Otu05984	
Otu05985	
Otu05986	
Otu05987	
Otu05988	
Otu05989	
Otu05990	
Otu05991	
Otu05992	
Otu05993	
Otu05994	
Otu05995	
Otu05996	
Otu05997	
Otu05998	
Otu05999	
Otu06000	
Otu06001	
Otu06002	
Otu06003	
Otu06004	
Otu06005	
Otu06006	
Otu06007	
Otu06008	
Otu06009	
Otu06010	
Otu06011	
Otu06012	
Otu06013	
Otu06014	
Otu06015	
Otu06016	
Otu06017	
Otu06018	
Otu06019	
Otu06020	
Otu06021	
Otu06022	
Otu06023	
Otu06024	
Otu06025	
Otu06026	
Otu06027	
Otu06028	
Otu06029	
Otu06030	
Otu06031	
Otu06032	
Otu06033	
Otu06034	
Otu06035	
Otu06036	
Otu06037	
Otu06038	
Otu06039	
Otu06040	
Otu06041	
Otu06042	
Otu06043	
Otu06044	
Otu06045	
Otu06046	
Otu06047	
Otu06048	
Otu06049	
Otu06050	
Otu06051	
Otu06052	
Otu06053	
Otu06054	
Otu06055	
Otu06056	
Otu06057	
Otu06058	
Otu06059	
Otu06060	
Otu06061	
Otu06062	
Otu06063	
Otu06064	
Otu06065	
Otu06066	
Otu06067	
Otu06068	
Otu06069	
Otu06070	
Otu06071	
Otu06072	
Otu06073	
Otu06074	
Otu06075	
Otu06076	
Otu06077	
Otu06078	
Otu06079	
Otu06080	
Otu06081	
Otu06082	
Otu06083	
Otu06084	
Otu06085	
Otu06086	
Otu06087	
Otu06088	
Otu06089	
Otu06090	
Otu06091	
Otu06092	
Otu06093	
Otu06094	
Otu06095	
Otu06096	
Otu06097	
Otu06098	
Otu06099	
Otu06100	
Otu06101	
Otu06102	
Otu06103	
Otu06104	
Otu06105	
Otu06106	
Otu06107	
Otu06108	
Otu06109	
Otu06110	
Otu06111	
Otu06112	
Otu06113	
Otu06114	
Otu06115	
Otu06116	
Otu06117	
Otu06118	
Otu06119	
Otu06121	
Otu06122	
Otu06123	
Otu06124	
Otu06125	
Otu06126	
Otu06127	
Otu06128	
Otu06129	
Otu06130	
Otu06131	
Otu06132	
Otu06133	
Otu06134	
Otu06135	
Otu06136	
Otu06137	
Otu06138	
Otu06139	
Otu06140	
Otu06141	
Otu06142	
Otu06143	
Otu06144	
Otu06145	
Otu06146	
Otu06147	
Otu06148	
Otu06149	
Otu06150	
Otu06151	
Otu06152	
Otu06153	
Otu06154	
Otu06155	
Otu06156	
Otu06157	
Otu06158	
Otu06159	
Otu06160	
Otu06161	
Otu06163	
Otu06164	
Otu06165	
Otu06166	
Otu06167	
Otu06168	
Otu06169	
Otu06170	
Otu06171	
Otu06172	
Otu06173	
Otu06174	
Otu06175	
Otu06176	
Otu06177	
Otu06178	
Otu06179	
Otu06180	
Otu06181	
Otu06182	
Otu06183	
Otu06184	
Otu06185	
Otu06186	
Otu06187	
Otu06188	
Otu06189	
Otu06190	
Otu06191	
Otu06192	
Otu06193	
Otu06194	
Otu06195	
Otu06196	
Otu06197	
Otu06198	
Otu06199	
Otu06200	
Otu06201	
Otu06202	
Otu06203	
Otu06204	
Otu06205	
Otu06206	
Otu06207	
Otu06208	
Otu06209	
Otu06210	
Otu06211	
Otu06212	
Otu06213	
Otu06214	
Otu06215	
Otu06216	
Otu06217	
Otu06218	
Otu06219	
Otu06220	
Otu06221	
Otu06222	
Otu06223	
Otu06224	
Otu06225	
Otu06226	
Otu06227	
Otu06228	
Otu06229	
Otu06230	
Otu06231	
Otu06232	
Otu06233	
Otu06235	
Otu06236	
Otu06237	
Otu06238	
Otu06239	
Otu06240	
Otu06241	
Otu06242	
Otu06243	
Otu06244	
Otu06245	
Otu06246	
Otu06247	
Otu06248	
Otu06249	
Otu06250	
Otu06251	
Otu06252	
Otu06253	
Otu06254	
Otu06255	
Otu06256	
Otu06257	
Otu06258	
Otu06260	
Otu06261	
Otu06262	
Otu06263	
Otu06264	
Otu06265	
Otu06266	
Otu06267	
Otu06268	
Otu06269	
Otu06270	
Otu06271	
Otu06272	
Otu06273	
Otu06274	
Otu06275	
Otu06276	
Otu06277	
Otu06278	
Otu06279	
Otu06280	
Otu06281	
Otu06282	
Otu06283	
Otu06284	
Otu06285	
Otu06286	
Otu06287	
Otu06288	
Otu06289	
Otu06290	
Otu06291	
Otu06292	
Otu06293	
Otu06294	
Otu06295	
Otu06296	
Otu06297	
Otu06298	
Otu06299	
Otu06300	
Otu06301	
Otu06302	
Otu06303	
Otu06304	
Otu06305	
Otu06306	
Otu06307	
Otu06308	
Otu06309	
Otu06310	
Otu06311	
Otu06312	
Otu06313	
Otu06314	
Otu06315	
Otu06316	
Otu06317	
Otu06318	
Otu06319	
Otu06320	
Otu06321	
Otu06322	
Otu06323	
Otu06324	
Otu06325	
Otu06326	
Otu06327	
Otu06328	
Otu06329	
Otu06330	
Otu06331	
Otu06332	
Otu06333	
Otu06334	
Otu06335	
Otu06336	
Otu06337	
Otu06338	
Otu06339	
Otu06340	
Otu06341	
Otu06342	
Otu06343	
Otu06344	
Otu06345	
Otu06346	
Otu06347	
Otu06348	
Otu06349	
Otu06350	
Otu06351	
Otu06352	
Otu06353	
Otu06354	
Otu06355	
Otu06356	
Otu06357	
Otu06358	
Otu06359	
Otu06360	
Otu06361	
Otu06362	
Otu06363	
Otu06364	
Otu06366	
Otu06367	
Otu06368	
Otu06369	
Otu06370	
Otu06371	
Otu06372	
Otu06373	
Otu06374	
Otu06375	
Otu06376	
Otu06377	
Otu06378	
Otu06379	
Otu06380	
Otu06381	
Otu06382	
Otu06383	
Otu06384	
Otu06385	
Otu06386	
Otu06387	
Otu06388	
Otu06389	
Otu06390	
Otu06391	
Otu06392	
Otu06393	
Otu06394	
Otu06395	
Otu06396	
Otu06397	
Otu06398	
Otu06399	
Otu06400	
Otu06401	
Otu06402	
Otu06403	
Otu06404	
Otu06405	
Otu06406	
Otu06407	
Otu06408	
Otu06409	
Otu06410	
Otu06411	
Otu06412	
Otu06413	
Otu06414	
Otu06415	
Otu06416	
Otu06417	
Otu06418	
Otu06419	
Otu06420	
Otu06421	
Otu06422	
Otu06423	
Otu06424	
Otu06425	
Otu06426	
Otu06427	
Otu06428	
Otu06429	
Otu06430	
Otu06431	
Otu06432	
Otu06433	
Otu06434	
Otu06435	
Otu06436	
Otu06437	
Otu06438	
Otu06439	
Otu06440	
Otu06441	
Otu06442	
Otu06443	
Otu06444	
Otu06445	
Otu06446	
Otu06447	
Otu06448	
Otu06449	
Otu06450	
Otu06451	
Otu06452	
Otu06453	
Otu06454	
Otu06455	
Otu06456	
Otu06457	
Otu06458	
Otu06459	
Otu06460	
Otu06461	
Otu06462	
Otu06463	
Otu06464	
Otu06465	
Otu06466	
Otu06467	
Otu06468	
Otu06469	
Otu06470	
Otu06471	
Otu06472	
Otu06473	
Otu06474	
Otu06475	
Otu06476	
Otu06477	
Otu06478	
Otu06479	
Otu06480	
Otu06481	
Otu06482	
Otu06483	
Otu06484	
Otu06485	
Otu06486	
Otu06487	
Otu06488	
Otu06489	
Otu06490	
Otu06491	
Otu06492	
Otu06493	
Otu06494	
Otu06495	
Otu06496	
Otu06497	
Otu06498	
Otu06499	
Otu06500	
Otu06501	
Otu06502	
Otu06503	
Otu06504	
Otu06505	
Otu06506	
Otu06507	
Otu06508	
Otu06509	
Otu06511	
Otu06512	
Otu06513	
Otu06514	
Otu06515	
Otu06516	
Otu06517	
Otu06518	
Otu06519	
Otu06520	
Otu06521	
Otu06522	
Otu06523	
Otu06524	
Otu06525	
Otu06526	
Otu06527	
Otu06528	
Otu06529	
Otu06530	
Otu06531	
Otu06532	
Otu06533	
Otu06534	
Otu06535	
Otu06536	
Otu06537	
Otu06538	
Otu06539	
Otu06540	
Otu06541	
Otu06542	
Otu06543	
Otu06544	
Otu06545	
Otu06546	
Otu06547	
Otu06548	
Otu06549	
Otu06550	
Otu06551	
Otu06552	
Otu06553	
Otu06554	
Otu06555	
Otu06556	
Otu06557	
Otu06558	
Otu06560	
Otu06561	
Otu06562	
Otu06563	
Otu06564	
Otu06565	
Otu06566	
Otu06567	
Otu06568	
Otu06569	
Otu06570	
Otu06571	
Otu06572	
Otu06573	
Otu06574	
Otu06575	
Otu06576	
Otu06577	
Otu06578	
Otu06579	
Otu06580	
Otu06581	
Otu06582	
Otu06583	
Otu06584	
Otu06586	
Otu06587	
Otu06588	
Otu06589	
Otu06590	
Otu06591	
Otu06592	
Otu06593	
Otu06594	
Otu06595	
Otu06596	
Otu06597	
Otu06598	
Otu06599	
Otu06600	
Otu06601	
Otu06602	
Otu06603	
Otu06604	
Otu06605	
Otu06606	
Otu06607	
Otu06608	
Otu06609	
Otu06610	
Otu06611	
Otu06612	
Otu06613	
Otu06614	
Otu06615	
Otu06616	
Otu06617	
Otu06618	
Otu06619	
Otu06620	
Otu06621	
Otu06622	
Otu06623	
Otu06624	
Otu06625	
Otu06626	
Otu06627	
Otu06628	
Otu06629	
Otu06630	
Otu06631	
Otu06632	
Otu06633	
Otu06634	
Otu06635	
Otu06636	
Otu06637	
Otu06638	
Otu06639	
Otu06640	
Otu06641	
Otu06642	
Otu06643	
Otu06644	
Otu06645	
Otu06646	
Otu06647	
Otu06648	
Otu06649	
Otu06650	
Otu06651	
Otu06652	
Otu06653	
Otu06654	
Otu06655	
Otu06656	
Otu06657	
Otu06658	
Otu06659	
Otu06660	
Otu06661	
Otu06662	
Otu06663	
Otu06664	
Otu06665	
Otu06666	
Otu06667	
Otu06668	
Otu06669	
Otu06670	
Otu06671	
Otu06672	
Otu06673	
Otu06674	
Otu06675	
Otu06676	
